date,star_rating,header,body
2024-12-27,1,Tremendous decline in the last 4 years,"Tremendous decline in the last 4 years. I used to use Airbnb 4 years ago and it was a great booking site. If a place was available for your dates, you could reserve it and get an instant verification email. 
  Now, you can only ""request to book"" and the host has 24 HOURS to decide if they will accept. So far I've tried to book 3 or 4 different places only for the host to decline because their house was already booked. So why did Airbnb have it still listed as available? 
  "
2024-12-27,1,❌DISGUSTING❌,"Awful place, absolutely nothing like the description. It was that bad we couldn’t stay there and had to book a hotel instead! No response from owner or air bnb regarding refund. ABSOLUTELY DISGRACEFUL. "
2024-12-27,1,pay to respond to host,"I have had bad experience with air bnb, I was processing a booking of $1,960 which gone up to 3,930, when I sent the host a message which was read by Airbnb, the answer was that the cost changes on demand which wasn’t my problem as I was in the middle of processing the payment.
Whats unfair is that you can only contact the host once, if you have another enquiry, or you want to respond you have to setup a payment method before you respond to him, and the reply tab gets replaced with “request to book” which if it reaches him, the payment gets debited from your card, 
Bottom line is, you can’t contact the host unless you pay.
Proof uploaded."
2024-12-27,1,Terrible customer service ,"Terrible customer service , no host protection "
2024-12-26,1, Warning About Reservations – Beware of Disappearing Bookings!,"I want to warn anyone planning to extend their stay at a hotel or rental property. Before I arrived, I made arrangements to extend my stay. Upon arrival, I was told that my reservation had been extended, but my original booking had disappeared. I received no information about the cancellation of my original reservation. Furthermore, I had to pay again for my original reservation because, allegedly, the funds from my first booking were used to extend my stay.

I never wanted to cancel my first reservation, only to extend it. However, on the day of my arrival, I found out that my original booking had been removed.

I recommend being cautious when making reservations, especially if you plan to change or extend them. Always ensure you have clear confirmation for any changes, and if there are any issues, contact the property before you arrive. Avoid situations where your original booking might suddenly ""disappear"" without prior notice and where you may have to pay again for something you've already paid for.

"
2024-12-26,1,Worst kind of “Welcome back”,"I have come back to Airbnb after hosting so many years starting ~2015, not professionally, but always providing the best experiences to guests and always having a super host status. It wouldn’t be an exaggeration to say I was to some extent a poster child of airbnb hosting - the real deal. That puts their soul into every home I built and I had the trust in this platform to help me let people live in my own home. 

Coming back, I feel I have been totally scammed. They are so cunning that they make instant booking turned on by default and hiding away this setting making it almost impossible to find. Extremely bad UI/UX. Easy to upload pics and they let you get away with putting a very minimum content on the listing itself, but then they try to get money from charging penalties over bookings that I ended up realising I had no control of. This is not what Airbnb was about. Airnbn was about protecting hosts and helping them offer a great experience to their guests. They penalised me +€200 for not being able to acommodate an instan booking with less than a day notice although I had prep time listed. On Christmas day. If this is mot a rip off, i don’t know what is. 
And I was silly not to listen to friends telling me to go to booking.com. At least they didn’t fake for years a “community-based mindset” only to surface as even worse. This is truly disapointing and it’s coming from a naive old-schooler who never considered would be put in the position to be so intentionally scammed. "
2024-12-26,1,Aribnb unfair resolution processes with lack of transparency and accountability ,"I had a disappointing experience with Airbnb's resolution process during a recent stay. The property had several unresolved maintenance issues, including a blocked sink and a malfunctioning shower. Despite this, the host later claimed damages for a laundry machine that failed during my stay. I firmly believe this malfunction was due to pre-existing conditions, not my actions.

Throughout the dispute, I requested the following from Airbnb:

Evidence of Responsibility: I asked for clear and specific proof that I caused the laundry machine malfunction. Airbnb referenced ""photos and documentation"" but did not provide any evidence directly linking me to the issue.

Cost Breakdown: I requested an itemized breakdown of the £69.80 charge, including repair invoices or assessments. This was not provided.

Consideration of Property Condition: I highlighted several unresolved issues at the property that indicated a lack of proper maintenance, which may have contributed to the malfunction. This broader context was not acknowledged in Airbnb's decision.

Transparency in Decision-Making: I sought a detailed explanation of how the decision was reached, but the response relied primarily on the absence of prior complaints about the laundry machine, which does not constitute evidence.

Unfortunately, these reasonable requests were not addressed, and the resolution process did not meet the standard of fairness or transparency I expected. Guests should not be held liable for issues stemming from poor property maintenance. I hope Airbnb improves its process to ensure future decisions are more balanced and evidence-based.

Below is the only explanation I received from Airbnb:

""After a thorough review of all the evidence and factors, we have checked with the previous reservations and found out that there were no reported issues about the laundry machine before and after the reservation. During your stay, the machine had been working during the 1st use as mentioned by you as well. Under these conditions whenever there is an internal error the machines will provide error codes which wasn’t the situation in your case. We request you to provide any evidence showing that the damage was not caused by you so that we can reconsider the claim.""

This response lacks both evidence and accountability. It relies solely on the absence of prior complaints rather than addressing the broader issues or the host’s responsibility for maintaining the property. I expected a fairer and more transparent resolution process from Airbnb."
2024-12-26,5,Great platform would use again to be…,Great platform would use again to be fair 
2024-12-25,1,Booked cabin was occupied when we arrived…,"Came to check in to my cabin evening of 23rd of December just to find that people were staying there. The host that advertised on Airbnb (host operate as a rental company as well) had known about the issue but done nothing to resolve it. 
We were left to our own devices with no assistance from host 
Called Airbnb and no help given to rebook and no offer of compensation. We were left with a ruined Christmas holiday. Had to find new accommodation myself that was significantly more expensive. Airbnb after 2 days of dealing with them offered a fraction of my additional cost as a voucher to use with them for the future. I’m still about 1000$ out of pocket and they don’t care. 
They imposed a fine on the host for not honour the booking but was planning on keeping the money for themselves and let me have all the additional costs. Had to find a hotel the first night and Airbnb promised to repay me for it but now they are saying they will try to get approval to do so. Can’t trust the company at all. 
If you book with Airbnb on peak travel dates and popular destinations then if you encounter any problems you’re on your own. What could have been a reasonably priced vacation can quickly become very expensive if the host cancels or changes their mind. "
2024-12-25,1,As someone with 49 stays in Airbnb I…,"As someone with 49 stays in Airbnb I was finally scammed by a host who misrepresented their house in multiple ways.  

Airbnb support did ABSOLUTELY NOTHING. 

Garbage company with no morals and no loyalty to their customers"
2024-12-24,1,Be careful if you are an Airbnb host…,Be careful if you are an Airbnb host you can get robbed if a guest cancel the reservation at last moment. I had 2 cancellations these past days (last minute cancellations coming from the guests) and Airbnb charged me 46€/night!! And they refuse to admit their mistake. Shameful service! I will shut down my Airbnb page and never trust them again. Neither as a host neither as a guest for my next travels! 
2024-12-24,1,Doesnt deserve any star - complete fraud,"Doesnt deserve any star
Booked an apartment via them, it was in horrible condition. After a LOT of time spent sending evidence, videos, emails, pictures etc to host and customer service we got a confirmation of an amount to be refunded. They never paid any refund. The worst customer service ever, they have bot replies they spam you with. They dont read or look at what you sent them.  Nothing they send is related to your case what so ever, just a pure waste of time. We opened a legal case now as its way too obvious what they did in our case, confirmed compensation and didnt pay to keep the booking going.  Keeping us warm with nonsense bot replies and declining any support. Absolutely disgusting and obviously ruined our stay.
Perhaps this works well if you rent a place that is as described, however should you need any support just forget it. The fees you pay doesnt make it worth the gamble. We will never use airbnb again
"
2024-12-24,1,Extremely bad customer experience,"Extremely bad customer experience! 
I have been trying for days to obtain information and resolve my cases, but I have yet to receive any clear or transparent answers. The quality of customer service has been extremely poor. Airbnb’s practices appear to favor hosts, while the escalation and complaint processes are ineffective.

Each time I contact a representative, I am informed that my case will be assigned to a specialist. However, the specialists consistently provide generic, incorrect, or incomplete responses. This has resulted in a significant waste of my time dealing with unhelpful Airbnb representatives.
Additionally, one of my claims was closed without any prior notification or explanation. 

"
2024-12-23,1,Terrible customer support,"Terrible customer support that does everything possible to deflect responsibility. I once booked a room and received confirmation that it was secured, only to find out at the last minute from the host that it wasn’t available. Airbnb failed to provide a replacement in time, completely ruining my vacation. I can’t recommend them, but unfortunately, as the market leader, you’re often forced to use their service—at your own risk."
2024-12-22,1,Literally the worst experience,Literally the worst experience. Airbnb will not support you if you get a horrible host. They take zero responsibility to help their customers. Never going to book with air bnb hereafter. 
2024-12-21,1,Hosts deleting profiles then adding new ones.,"I use Airbnb for accommodation when working away so am regularly using and searching for properties on Airbnb. I have noticed a trend that certain ""hosts"" delete the profile for their accommodation when they get a negative review then just re-list the same accommodation under a new profile to start building up positive reviews. One company which has several airbnb's in Manchester has done this several times.

Airbnb should prevent this from happening as otherwise people will spend their money on accommodation which appears okay but they are potentially going to have issues. "
2024-12-21,1,Absolutely appalling service from…,"Absolutely appalling service from Airbnb after an horrendous stay in a “private” villa in Corralejo Fuerteventura. Villa was extremely dirty and lacking privacy as advertised. A small refund was offered but further issues arose during our stay at Villa Summer Corralejo but these issues were ignored. Continued correspondence with Airbnb once home but got absolutely nowhere. Emailed CEO and Global Head of Customer Service but didn’t even get a reply!
Will never book with Airbnb again!"
2024-12-20,5,Excellent customer support ,"I had an excellent experience with airbnbs customer support. I had an issue with an accommodation that I booked which resulted in me needing to book a completely new Airbnb. I contacted their customer support to see if I could get refunded for the stay, but not too hopeful about it. It came to my understanding that it is usually up to the host to approve a refund, which the host didn’t but I got my refund anyways, thanks to Jay with the support team. I’ve never received better customer support than I did from this interaction, super fast reply’s, very nice and helpful and he managed to give me a full refund to my surprise. I don’t usually write reviews but Jay and his colleagues deserves one, excellent work! "
2024-12-20,1,This company keeps changing when they…AirB&B Nightmare ,This company keeps changing when they will pay you when the guest is already in your property!  They act like you must house strangers at your expense and wait untill they feel to send you your money stay away from company as it will do nothing but frustrat you and then treaten you if you dont go along with there ever changing plans.
2024-12-20,2,"Discrepant location X Hard to cancel, get refund","Before heading to the apartment, I entered the full address in the maps app just to find out a discrepancy in geographic location from the advertised location on Airbnb. This discrepancy is grounds for my stay to be cancelled because I am traveling away from Hurricanes Helene and Milton AND to stay w my 78-yo mother who resides in the same block of the advertised location. Please cancel my reservation and provide full refund. See attached maps of the discrepancy between advertised and real location

Location incorrect. By clicking on the Airbnb location provided in the Airbnb app, the app redirects to a Google map address at  20°15'36.4""'S 40°16'00.6""W coordinates which corresponds to address  R. Elzira Vivacqua, 699-583 - Jardim Camburi, Vitória - ES, 29090-350, Brazil. 
The owner provided location is 0.4 mile (699 meters) away. This is a huge issue because I booked and paid only to be at the coordinates exact location as I'm visiting to assist my mom at the same block of the coordinates provide by your app.
In sum, the issue may have been the Airbnb geographic location app or the property owner trying to upsell the listing by locating the property closer to the ocean. Airbnb finally refunded me 100% but only after aa lot of headache and email exchanges because the property owner refused to acknowledge the issue."
2024-12-20,1,Airbnb is a thief,"Airbnb staff are thiefs. Not only they use other people's property to make money, they also come up with silly fines and brazenly steal money from the owners. Money for so-called fines remains with the company and is never returned to guests, although the company says that the money was refunded. They behave like owners, although they are just intermediaries and will remain so. Be careful! "
2024-12-20,1,Do not phone support they don't speak…,"Do not phone support they don't speak English and are not helpful , they do not understand simple questions  

How to enter your guest names as there help section is wrong "
2024-12-20,1,Hidden Camera in Our Bedroom—Airbnb Ignored It and Punished Us for Speaking Out,"I discovered a hidden, tampered lens in the bedroom shared by me and my girlfriend overlooking the bed we were sleeping in during our stay at an Airbnb property. Concerned for our safety and privacy, I immediately reported this to Airbnb and asked for their assistance. Their response was to send a message to the host, who then turned around and sent me aggressive, intimidating messages about me messaging Airbnb. That was the extent of Airbnb’s “support.”

As if that weren’t bad enough, Airbnb allowed the host to leave a misleading, slanderous review accusing me of breaking house rules (the apparent rule he created to not contact Airbnb.....) instead of addressing the actual issue. Despite my attempts to have Airbnb acknowledge the gravity of the situation—particularly that women’s safety was put at risk—they have simply ignored the aggressive messages, done nothing to remove the bias slanderous review, and made it clear they do not plan to act.

What’s worse is that the property is likely still available on Airbnb’s platform, and the hidden lens has probably just been moved or disguised further. This means other guests could also unknowingly have their safety and privacy violated.

This experience has been incredibly frustrating and disappointing. When a company can’t be trusted to handle genuine safety concerns, especially those involving potential violations of privacy, it’s a red flag for anyone who values their well-being and safety. Based on what happened to me and my girlfriend, along with similar experiences reported by others, I would strongly advise against using Airbnb. They have shown that they will neither protect you nor take action when it truly matters."
2024-12-20,1,We booked a villa in Ibiza for a group…,"We booked a villa in Ibiza for a group of five, only to have it canceled one day before our trip with no explanation. To make matters worse, Airbnb restricted our account and told us we could only book private rooms in the future, despite this being our first booking.

We spent three exhausting hours with customer service trying to understand what happened, but they gave no clear reason for the cancellation or the account restrictions. This last-minute disruption caused us so much stress and almost ruined our trip.

Airbnb’s lack of transparency, accountability, and care for their customers is unacceptable. If you’re looking for a reliable platform for group travel, I suggest you look elsewhere.
"
2024-12-20,1,We live in NYC and booked a room for…,We live in NYC and booked a room for our out of town guest who is a professor of Anthropology from Brown University. He’s one of the most lovely conversational people we know. We attempted to later log into the site to book an additional room and saw that we were locked out of the platform. We’ve written multiple times and have been told they cannot give us an answer as to why we were locked out. 
2024-12-19,1,terrible customer service,"terrible customer service, someone stayed at my house broke a item thats been in the family 35 years, left a bad review and lied about how many people stayed, wouldnt trust this site with your home"
2024-12-19,1,Too many bad hosts. It's dangerous.,Too many bad hosts on this platform. It's dangerous. Customer service does nothing to protect you. 
2024-12-19,1,UTTER DISGRACE ,"For gods sake stop using this now scam company and landlords. I just check in a property miles away from the advertised address (airbnb doesn’t show the address before booking), no wifi (landlord said use the neighbour’s wifi) and completely different than photos - all after waiting for 1 h in the street for the landlord to to send me the correct location. Please spare your dignity and use booking "
2024-12-18,1,Terrible host treatment,"I was superhost for over a test continuously with around 60 5* reviews. Top 10% listing badge and guests favourite. Once a guest came for 1.5 months. After they left I found damage and asked but refund. Airbnb compensated me as they refused. I got another 2 guests back to back after with 5* reviews written for me. A week after the long period guest has left and because I asked for refund, she wrote lies about her stay and terrible slander about me. That guest had used Airbnb for the first time ever compared to me being a host and guest for years. Regardless, Airbnb banned me as a host and guest permanently without even calling me to hear from me. Literally, just a few hours after the report. Even when I appealed, I received no contact by then to talk to me but instead they just kept sending me an automated email saying that after careful consideration they decided to proceed with their initial decision. Totally embarrassing treatment to a valuable partner (according to them), as they have told me many times by offering me free professional photographer, 100$ to use as a guest and the badges of distinction for one of my listings. Instead they preferred to go by the word of 1 guess with 1 booking in her whole life"
2024-12-18,1,My Airbnb was canceled 23 minutes…,"My Airbnb was canceled 23 minutes before the day of the check in, which left me unable to write a review about the way me and my family have been treated. Now we are stuck in London with nowhere to stay. I can now see what Airbnb is in trouble. If you want safety and security of your booking, use hotels. "
2024-12-18,1,Unbelievably Poor Support from Airbnb – Safety Issues Ignored,"I had the worst experience with Airbnb during a long-term stay. The host lied multiple times, failed to ensure my safety, and made me feel completely unsafe in the property. Despite raising these issues with Airbnb, their so-called “support” team dragged the case out for weeks, forcing me to explain the situation repeatedly to over 20 different agents.

At one point, they even called me in the middle of the night, adding to the stress instead of helping. I was forced to leave the property due to safety concerns, but Airbnb refuses to issue a refund, claiming it’s “host discretion”—even though the host is the one at fault here.

I booked through Airbnb because I trusted them to provide a safe and reliable service. Instead, I was left feeling abandoned, stressed, and financially exploited. If you value your safety and mental health, think twice before trusting Airbnb to resolve serious issues."
2024-12-17,1,Airbnb has become a predatory beast,"Airbnb has become a predatory corporation which is to say the following: 1) maximizing profits takes precedence over guests (making it very difficult or impossible to get things fixed by the host; 2) they farm out their customer service to folks from Asia or other countries and give them a script to read and these people are happy to say they will really help you when they have absolutely no authority or power to do so; 3) their suppose 'Ambassadors  are never available and don't call back; 4) they do NOT EVER vet hosts to confirm (if it is EVEN possible that everything works in the home or apt. or condo & then you have to complain to them if the host does not want to fix something and then GOOD LUCK reaching anybody esp. anybody who cares!! I have used airbnb over for over 15 years and it has really gotten horrible. Of course, if you have a lot of money and can pay outrageous prices, you are more apt to find something you like."
2024-12-17,1,I had a drug user that had overdosed in…,I had a drug user that had overdosed in my home while I was staying there. They left a packet of fentanyl overdose in my home. I called Airbnb. Nobody knew what to do and couldn’t help me. All I wanted was for them to block his account so he doesn’t stay in other peoples homes. I will never use Airbnb terrible service terrible company. I don’t know how people use them.
2024-12-17,1,AIRBNB.CO.UK DO NOT USE,"I booked an spartment via air b an b the beginning of this year 
We are due to fly on Friday they cancelled my accommodation on Monday bearing in mind this is christmas I was unable to locate any accommodation even near the cost I paid 
They could find me nothing 
I managed to locate a property not on their site which was still much more expensive. The only kind of payment they would make was a 250 voucher to use against this trip if I booked the super expensive accommodation on their own site 
I am still waiting for ac1200 pound refund 
I paid month's ago 
PLEASE IF YOU WANT TO BOOK ACCOMMODATION AND WANT TO KNOW YOU WILL ACTUALLY GET WHAT YOU BOOKED AND IF NOT THAT YOU WILL GET A TIMELY REFUND AND THEY WONT CANCEL 4 DAYS BEFORE YOU ARE DUE TO LEAVE DONT USE THEM"
2024-12-17,1,"Cheaters, stole us 2700 EUR","Hosts, beware of this cheaters. 

Guest can make up anything happened and they will steal your money by not making payout.

When you contact customer service with all proof that it was not that way and guests were lying, will just get back some generic answer that they decided not to make payout and will steal your money without any sane explanation.

Also if there is penalty for one host, they will deduct payment from another host (default account), making it impossible to get it from the original host.

That way this year they stole from us 2700 EUR, and all complaints and proof you send are replied by generic answers that don't have anything to do with your arguments and proof.

If you like to have your hard earned money stolen, Airbnb is definitely the way to go."
2024-12-17,1,I ask Airbnb not to contact my host and they did.,"My Airbnb host sent me multiple messages asking me to go away with him, to try connect romantically. I feel incredibly uncomfortable and I ask them MULTIPLE times to not contact him as I am still staying there and have no where to go. THEY CONTACT HIM AND NOW HE IS SENDING ME MESSAGES ABOUT IT. It's making an unsafe situation even MORE unsafe. NEVER EVER ask for help from these people, this is RIDICULOUS."
2024-12-16,1,Appealing customer service ,"Appealing customer service 
This is a company who owns no properties yet endeavour that they have host with five star ratings 
I booked a three night stay in Melbourne this evening it was cheap enough so wasn't expecting it to be perfect on arrival the sheets were stained, the floor not clean and dust inches thick, mould in the shower and hair in the bed sheets, clearly not been cleaned 
It's taken  hours of complaining to even get close to a refund now it's issued they say you have to wait 15 days for refund to arrive in bank it may come sooner. 
The property wasn't used as I left within two hours of checking in the host had messaged Airbnb to say I'd left as not happy and to issue refund straight away, I was then told that I would have my money within 15 days 
So I'm 300$ out of pocket and no where to stay 
Airbnb you have millions in you bank why can't you issue refund instantly, when we book it doesn't take 15 days to leave our bank 
Your legal robbers and don't care for the customer 
I won't be using Airbnb again after this 
It's disgusting 
I hope more people start having terrible experiences with this company and boycott them they will soon learn that they should look after the guest not the hosts 
And they should inspect their host properties on a regular basis so this can't happen "
2024-12-13,1,Airbnb is a joke- avoid avoid avoid!,"Airbnb is a racket! The fees for both hosts and guests is ridiculously high! Their customer service is non-existent! Forget trying to claim anything from their cover - I’ve been trying since September to claim for missing items and a deep clean (after filthy guests left condoms and half eaten meals lying around the apartment). They don’t care and have dodged every query with more questions and conditions, and today they just closed my claim! Crooks! I’m done with them, plenty of other platforms! "
2024-12-13,1,Donald S and the rest of the team who…,"Donald S and the rest of the team who I've dealt with ref Ana or Fariha .. God knows what her real name is as she is trying to get citizenship in the UK and Canada so shes trying to sound more common 😂 silly cow and her bald husband can do one, don't sublet your flat when you can't deal with uk people, we ain't scammers like you! Sincerely Aaliyah "
2024-12-13,1,My identity was stolen and thousands of…,"My identity was stolen and thousands of pounds worth of airbnb stays booked with my card. Airbnb were unhelpful, with so many security hoops to jump through that they wouldn't cancel the booking, or alert the hosts of the stay that criminals were in their properties. However, clearly not enough security to stop someone creating a fake account and using a stolen card."
2024-12-13,1,Absolutely disrespectful company,"Absolutely disrespectful company! They do nothing to protect their clients from dishonest hosts. 

Just a little over a month ago, we gathered in Virginia. Our friend rented a large cabin by the lakeside to ensure we had as much comfort as possible. We are all of different ages, ranging from 30 to almost 60—mature and respectful people from middle class and higher—who came together from various states: Utah, California, Illinois. We enjoyed our time together, grilling and listening to our husbands play guitar by the fireplace. We were so happy to see each other that we didn’t pay much attention to the small broken things, like the toilet handle or spots on the carpet. How foolish of us!

After we moved out, we left an excellent review for the property, and the host immediately responded with a five-star review, mentioning that we had been great guests and left the house in good condition. However, a day later, he claimed there were numerous damages: vomiting, a broken mirror, a clogged dishwasher, and more. He attached a photo of the mirror with a crack, but we found the same cracked mirror in his listing photos on Airbnb. He pointed out every small spot on the carpet, bedding, and towels, attributing them to normal human activity like taking a shower or sleeping. None of these issues showed any signs of vomiting or significant damage.

He estimated the damages to be around $1,300, and the Airbnb team accepted this claim and is planning to charge our friend. She has repeatedly asked for details about how they conducted their investigation, but she has been ignored and left without any explanation.

People, please, never use this service. 
 You are not protected from false accusations, and they will charge you as much as they want."
2024-12-12,1,We rented a filthy house from a host in…,"We rented a filthy house from a host in Mauritius named Amelie, the pool was dirty. The dishwasher was broken, the house smelled,  the toaster didnt work.
There were lots of issues, in the end we apparently left makeup on a pillow case and sheet and were being charged £40 to clean them, they were cheap ones anyway. Plus the Airbnb terms said cleaning was included in the cost.
It was a horrible stay.
Since then we reviewed the property, Air bnb allowed her to delete the review but she was able to leave a personal one on our Airbnb page.
Now we were ill with folliculitus from the dirty pool which was cleaned 2 days into our stay. 
I didnt even bother bringing that up even though we have the WhatsApp messages. 

Finally she accused us of blackmail,  Airbnb can read all the messages so they know its not true.
Finally,  she was able to get a friend to leave a fake review during our period of stay which Air bnb have allowed.
Absolute scam.
We had people leave sick, pooh and food on the walls and we never did this 
Reviews must be unbiased, as im neuro divergent this has made me very ill.
Very bad. booking.com is much better."
2024-12-12,1,Very unpleasant experience with Airbnb,"I am saddened to write this but I have no other choice. I’ve been treated most poorly by the Airbnb team. 

A few months ago I booked a cabin by the lake in Virginia for my friends and family. All we wanted is to grill and use the hot tub, which we did and had a great time in the house. The house seemed fine to me, I don’t pay attention to tiny details as I am there to relax and not to do a full inspection. 

After we checked out, I left a 5 star review to the host, and then later the host gave me a 5 star review and mentioned we left the house in great condition. After that, reviews can’t be changed. 

A few hours later the host is writing to me saying we destroyed the house. He falsely accused me and my friends and family of vomiting all around the place (we did not and he didn’t provide any proof of that), destroying a fridge, breaking a mirror, clogging a dishwasher, etc etc etc. I had a belief that you only take pictures of the house if it’s really damaged, and since the house looked fine, I didn’t take any pictures. How wrong was I. 

The interesting part is that I looked up the Airbnb posting of the same house and also I found it on Zillow. The mirror that the host is claiming I broke - well, it was broken before. That same crack is in the pictures on the Airbnb posting and the host bought the house with that same crack in 2022. While I don’t have pictures of all the accusations that the host is putting on me, I believe this is a strong enough evidence that proves i am being taken advantage of. 

I also found a picture of the fridge - the fridge looks perfect and no dents there. I provided a receipt dated a day before the trip that includes disposable dishes to prove that we didn’t use the dishwasher (which we really didn't). The answer from the Airbnb team is outrageous - we are not taking this evidence because you didn’t take pictures. How on earth am I supposed to take pictures of a dishwasher to prove I didn’t clog it? Why is the picture of the bathroom that has the same crack on the mirror (even the same shape) not legit evidence and why would a picture that I made be more valuable? And finally, why the picture of the fridge that I have is not acceptable? It’s a picture, just like you asked. 

The customer service is just stalling me and making me wait, 2 weeks with no response, and the supposed date of the charge is coming up. I have said a dozen of times that I am not authorizing the charge until I see explanation why my evidence is inadmissible as well as asking the host to provide pictures ‘before’ the damages that he’s accusing me of. No response on that.

Needless to say that after such a disappointing experience and how I’ve been treated by the customer support team, never in my life will I ever use the Airbnb services. "
2024-12-12,1,Be careful using Airbnb,Be careful using Airbnb. It's the law of the jungle. They have the weirdest guidelines and if you misread anything you will be charged money. Go for a more safe platform instead.
2024-12-12,1,No refund received ,"Owed a refund for cancelling a booking and have been waiting since beginning of November, I have been told 3 times it's been sent on 3 occasions and still no sign of it, I have opened up a dispute with my bank who have been amazing."
2024-12-11,1,Airbnb has an awful customer service,"Airbnb has an awful customer service. You could end up in a very unsafe situation because they advertised a dodgy place and they will not look after you . I booked a place that was disgusting beyond belief . Old dirty tampons in the bathroom , cat in the flat , dirty bed , underwear on the floor , generally filthy , cluttered and  untidy , front door broken , chewing gums stuck in lamp shade , honestly I can go on , filthy beyond comprehension. I arrived in that filth at midnight on a stormy day in London . Airbnb was just awful to look after me . First they tell you to resolve it with the host but that would put you directly in danger . How can such filthy person sort something like that ? They could send people and put you in danger for complaining . There is nothing someone like that can do to help . So then after arguing for a while and they saw all the evidence , airbnb offer you only a refund !!!? It is 1 am in a stormy night and they think a refund is acceptable . They don’t try to find an alternative accommodation and  they put the responsibility on you . I had to argue for two hours and had to book a £320 a night room which was really worth £120 but nothing else was available. At the end after losing my sanity for 2 hours at 2 am I managed to get £156 from them but this is my opinion is unacceptable . I know now that if you are in danger and they sent you to a filthy unsafe place Airbnb has no policy to help you and sort you out . You will be left stranded . It is disgusting . I wish I could show you pictures of this filthy place . They still have not removed it from their website . Unbelievable . I am going to put a video on YouTube to show you that filth and for people to know what can happen with Airbnb . They are happy to take millions but with zero customer service . "
2024-12-11,1,Loved Airbnb back in the day. It is Now a Scam,"Booked a 6-day stay due to a family emergency.  We were on the road for hours, and noticed a voice mail.  Listened to VM and the ""host"" said they cancelled the booking.  When I called back, they actually attempted to blame me as they said they sent messages via Airbnb and called many times (LIED). I tried 6 times to re-book another accommodation with Airbnb as a passanger in the car going 80,  but it would not go through.  This was because the original scammer ""host"" did not officially cancel.  Nice, right?!  Called customer service to rebook another nearby apartment, rather than using the fnon-functioning online interface.  Hello India!  Could not understand their ""English"".  After many attempts to make them aware of the horrid situation the orginal ""host "" put me in, they placed me on multiple long holds to check with their ""supervisor"". Finally, when I thought all was ready to be rebooked, they told me they were going to call the original ""host/scammer"" to confirm that they would accept MY cancellation and I needed to call back.  I freaked out on them (admittedly) and told them their company was a bunch of assholes.  I now have a warning that ""Moving forward, we won‘t be able to offer support without these needs being met. It's important to note that repeat instances of this kind may result in the removal of your Account from the Airbnb platform. This is in line with our Terms of Service and our standards and expectations.""  I checked my emails.  I have 7 different messages confirming and CANCELLING the original booking.  Confusing much?!!!  say to them F*&3 u.  I approve this message."
2024-12-10,1,Airbnb Customer Service is awful!,"Airbnb Customer Service is awful!
A guest claimed that he was stolen and he lost jewellery inside of the unit after 2 days of his actual checkout! Instead of Airbnb advising the guest to file a complaint in the local authorities! They decided to play Detective Conan role! 😅
Giving the fact the he guest is claiming this inside of UAE, where theft crimes are below 1% of the cases and it’s discovered usually by the local authorities!"
2024-12-10,1,I have given Airb&b one star,"I have given Airb&b one star, but to be honest it deserves zero stars.  Airb&b is a fraudulent company, poorly regulated, giving you plenty negative experiences with unscrupulous, profit orientated landlords and poor customer services.  The Airb&b is orientated towards rating poorly the customers, who complain about substandard accommodation, allowing the landlords to leave bad reviews about money paying guests, while removing the critical reviews from the guests, left for the landlords accounts.  In that respect the accommodation would appear suitable , while it falls severely short of the standards of hospitality business.  In one occasion, I rented from somebody in Glastonbury, Northload street, who was a tenant himself and did not have the permission to host Arb &b.  "
2024-12-09,1,The lowest of the low ,The lowest of the low . Vermin who hide behind self made t&c ‘s and don’t honour their word . Dont use them. 
